time,tavg,tmin,tmax,prcp,wdir,wspd,pres
2017-11-01,21.7,19.9,25.0,0.0,261.0,9.9,1015.2
2017-11-02,22.9,18.8,26.8,0.3,261.0,8.8,1015.2
2017-11-03,23.2,19.3,27.8,0.0,261.0,9.6,1015.2
2017-11-04,22.1,19.0,28.0,0.0,51.0,11.4,1015.2
2017-11-05,21.5,19.3,25.6,2.0,77.0,11.2,1015.2
2017-11-06,21.7,19.7,25.4,3.3,81.0,11.7,1015.2
2017-11-07,21.5,18.9,25.6,1.5,81.0,9.4,1015.2
2017-11-08,22.0,18.3,26.0,13.5,81.0,8.9,1015.2
2017-11-09,22.5,18.6,27.0,0.0,81.0,8.2,1015.2
2017-11-10,22.5,17.9,27.8,0.0,81.0,4.7,1015.2
2017-11-11,20.7,17.8,28.6,0.0,81.0,7.2,1015.2
2017-11-12,21.9,15.8,26.9,0.0,81.0,6.0,1015.2
2017-11-13,23.6,19.3,28.2,0.0,81.0,10.1,1015.2
2017-11-14,23.5,19.4,29.1,0.0,81.0,6.5,1015.2
2017-11-15,24.4,21.0,29.3,0.0,81.0,6.8,1015.2
2017-11-16,24.2,19.6,29.2,0.0,81.0,7.0,1015.2
2017-11-17,23.8,21.3,29.2,0.0,81.0,6.0,1015.2
2017-11-18,24.0,20.9,29.6,0.0,81.0,8.0,1015.2
2017-11-19,24.1,20.5,30.0,0.0,81.0,8.1,1015.2
2017-11-20,24.2,20.7,29.0,0.0,81.0,8.5,1015.2
2017-11-21,23.8,20.2,29.6,0.0,95.0,11.3,1015.2
2017-11-22,23.1,19.5,29.1,0.0,95.0,10.7,1015.2
2017-11-23,23.7,18.1,29.3,0.0,95.0,8.0,1015.2
2017-11-24,24.2,18.7,29.7,0.0,95.0,6.8,1015.2
2017-11-25,22.7,16.9,30.0,0.0,95.0,8.7,1015.2
2017-11-26,22.2,17.4,28.0,0.0,95.0,8.7,1015.2
2017-11-27,22.4,19.2,26.8,0.0,95.0,8.4,1015.2
2017-11-28,23.0,18.2,28.0,0.0,95.0,7.9,1015.2
2017-11-29,22.8,18.3,29.6,0.0,72.0,13.1,1015.2
2017-11-30,21.3,19.3,27.6,0.0,62.0,14.7,1015.2
2017-12-01,19.8,18.4,24.7,10.7,76.0,17.9,1015.2
2017-12-02,19.8,18.2,22.2,8.9,91.0,13.5,1015.2
2017-12-03,20.8,18.3,24.2,0.0,91.0,10.0,1015.2
2017-12-04,21.2,18.4,25.7,0.0,91.0,8.6,1015.2
2017-12-05,21.4,19.0,25.8,0.0,91.0,9.1,1015.2
2017-12-06,22.9,19.0,27.4,0.0,91.0,5.1,1015.2
2017-12-07,22.7,18.1,29.2,0.0,91.0,7.6,1015.2
2017-12-08,22.6,15.9,29.5,0.0,91.0,6.7,1015.2
2017-12-09,22.6,16.8,30.8,0.0,91.0,5.3,1015.2
2017-12-10,22.4,17.7,29.8,0.0,91.0,6.2,1015.2
2017-12-11,23.3,17.1,29.5,0.0,91.0,4.1,1015.2
2017-12-12,23.1,18.5,30.0,0.0,91.0,5.3,1015.2
2017-12-13,22.7,18.1,28.1,0.0,91.0,7.0,1015.2
2017-12-14,22.6,18.4,28.4,0.0,91.0,9.2,1015.2
2017-12-15,22.3,17.1,29.3,0.0,91.0,11.3,1015.2
2017-12-16,21.3,17.5,28.4,0.0,90.0,13.5,1015.2
2017-12-17,20.9,17.0,26.7,0.0,90.0,13.9,1015.2
2017-12-18,20.5,16.0,26.7,0.0,90.0,9.6,1015.2
2017-12-19,21.0,15.3,26.6,0.0,90.0,9.7,1015.2
2017-12-20,22.1,16.2,27.5,0.0,90.0,8.4,1015.2
2017-12-21,22.0,16.0,28.8,0.0,90.0,9.5,1015.2
2017-12-22,21.8,16.8,28.3,0.0,86.0,10.0,1015.2
2017-12-23,21.1,17.4,28.2,0.0,86.0,11.1,1015.2
2017-12-24,21.4,15.0,27.1,0.0,86.0,10.0,1015.2
2017-12-25,20.4,16.6,28.5,0.0,86.0,7.8,1015.2
2017-12-26,21.6,16.2,27.9,0.0,86.0,8.7,1015.2
2017-12-27,20.6,15.5,29.2,0.0,86.0,7.9,1015.2
2017-12-28,19.7,15.2,28.1,0.0,86.0,11.0,1015.2
2017-12-29,20.5,14.2,25.8,0.0,86.0,9.1,1015.2
2017-12-30,20.7,15.3,27.3,0.0,86.0,7.7,1015.2
2017-12-31,21.6,16.1,26.9,0.0,86.0,5.6,1015.2
2018-01-01,22.2,16.6,28.4,0.0,86.0,5.6,1015.2
2018-01-02,22.1,17.8,28.9,0.0,86.0,7.0,1015.2
2018-01-03,22.2,18.4,29.0,0.0,86.0,7.5,1015.2
2018-01-04,21.6,17.0,27.6,0.0,86.0,8.3,1015.2
2018-01-05,20.7,15.5,28.3,0.0,86.0,5.9,1015.2
2018-01-06,20.2,14.7,27.2,0.0,86.0,5.8,1015.2
2018-01-07,20.4,15.2,27.2,0.0,86.0,6.6,1015.2
2018-01-08,20.1,14.8,27.2,0.0,86.0,9.5,1015.2
2018-01-09,21.2,15.5,26.6,0.0,89.0,11.5,1015.2
2018-01-10,21.8,18.2,27.1,0.0,89.0,12.7,1015.2
2018-01-11,22.8,17.3,28.3,0.0,89.0,9.4,1015.2
2018-01-12,23.0,18.7,29.4,0.0,113.0,10.2,1015.2
2018-01-13,23.4,17.6,29.8,0.0,113.0,8.3,1015.2
2018-01-14,23.3,16.3,31.0,0.0,113.0,9.2,1015.2
2018-01-15,22.3,16.3,30.7,0.0,113.0,8.3,1015.2
2018-01-16,22.8,17.1,30.5,0.0,113.0,8.0,1015.2
2018-01-17,21.8,16.8,29.9,0.0,113.0,8.4,1015.2
2018-01-18,21.2,15.3,28.6,0.0,113.0,8.9,1015.2
2018-01-19,20.8,14.3,28.7,0.0,113.0,8.7,1015.2
2018-01-20,20.4,14.2,28.0,0.0,113.0,6.8,1015.2
2018-01-21,20.9,14.3,28.5,0.0,113.0,7.1,1015.2
2018-01-22,20.4,14.4,29.0,0.0,113.0,8.5,1015.2
2018-01-23,22.1,15.3,28.8,0.0,113.0,8.6,1015.2
2018-01-24,22.5,17.2,29.7,0.0,113.0,5.8,1015.2
2018-01-25,22.7,17.1,29.1,0.0,113.0,5.7,1015.2
2018-01-26,21.9,16.2,29.8,0.0,113.0,5.9,1015.2
2018-01-27,21.4,16.0,29.0,0.0,113.0,6.2,1015.2
2018-01-28,21.9,14.0,28.2,0.0,113.0,7.1,1015.2
2018-01-29,22.0,16.0,29.2,0.0,113.0,10.5,1015.2
2018-01-30,21.5,15.7,29.5,0.0,113.0,10.1,1015.2
2018-01-31,21.4,15.0,29.2,0.0,113.0,7.4,1015.2
2018-02-01,21.9,13.2,29.6,0.0,113.0,7.5,1015.2
2018-02-02,22.6,15.9,30.4,0.0,113.0,8.2,1015.2
2018-02-03,21.7,15.8,30.1,0.0,113.0,9.4,1015.2
2018-02-04,21.2,13.4,29.4,0.0,113.0,7.2,1015.2
2018-02-05,21.9,13.7,30.0,0.0,113.0,8.6,1015.2
2018-02-06,24.4,18.0,30.4,0.0,113.0,8.2,1015.2
2018-02-07,23.3,20.2,32.3,0.0,113.0,9.2,1015.2
2018-02-08,23.3,19.2,30.0,1.5,113.0,6.9,1015.2
2018-02-09,24.4,19.7,30.6,0.0,113.0,6.7,1015.2
2018-02-10,24.2,19.7,31.6,1.5,113.0,8.5,1015.2
2018-02-11,24.0,17.7,30.7,0.0,113.0,12.8,1015.2
2018-02-12,23.3,18.0,30.8,0.0,112.0,10.9,1015.2
2018-02-13,23.5,18.5,30.2,0.0,112.0,11.6,1015.2
2018-02-14,23.3,17.9,29.9,0.0,108.0,13.1,1015.2
2018-02-15,23.4,17.4,30.7,0.0,96.0,13.2,1015.2
2018-02-16,23.7,17.6,31.0,0.0,96.0,9.3,1015.2
2018-02-17,23.8,17.5,31.3,0.0,96.0,7.1,1015.2
2018-02-18,24.0,17.7,31.9,0.0,96.0,9.7,1015.2
2018-02-19,24.3,16.8,32.1,0.0,96.0,11.3,1015.2
2018-02-20,22.8,17.4,32.2,0.0,96.0,9.6,1015.2
2018-02-21,24.2,17.5,31.5,0.0,96.0,10.1,1015.2
2018-02-22,24.9,17.8,31.5,0.0,96.0,8.7,1015.2
2018-02-23,24.3,18.4,32.4,0.0,96.0,10.6,1015.2
2018-02-24,23.2,15.6,31.2,0.0,96.0,11.0,1015.2
2018-02-25,24.7,17.3,31.2,0.0,102.0,12.4,1015.2
2018-02-26,25.0,17.8,32.0,0.0,102.0,7.6,1015.2
2018-02-27,25.2,18.2,32.7,0.0,102.0,12.7,1015.2
2018-02-28,25.0,16.7,33.0,0.0,102.0,10.7,1015.2
2018-03-01,25.2,18.2,33.2,0.0,102.0,10.3,1015.2
2018-03-02,25.5,18.3,32.5,0.0,102.0,10.1,1015.2
2018-03-03,25.7,17.5,33.2,0.0,102.0,9.2,1015.2
2018-03-04,26.1,18.3,34.4,0.0,102.0,9.1,1015.2
2018-03-05,26.3,18.3,34.0,0.0,102.0,9.2,1015.2
2018-03-06,25.9,17.5,34.4,0.0,102.0,9.3,1015.2
2018-03-07,25.5,16.5,34.6,0.0,102.0,10.8,1015.2
2018-03-08,25.4,18.5,33.5,0.0,102.0,13.2,1015.2
2018-03-09,26.2,17.8,33.3,0.0,102.0,10.7,1015.2
2018-03-10,25.7,18.5,33.5,0.0,102.0,8.7,1015.2
2018-03-11,26.2,19.7,33.1,0.0,102.0,11.9,1015.2
2018-03-12,25.4,19.5,33.8,0.0,102.0,13.1,1015.2
2018-03-13,25.8,20.1,32.5,0.0,102.0,14.1,1015.2
2018-03-14,26.5,22.4,31.6,0.0,141.0,15.1,1015.2
2018-03-15,25.8,21.9,32.1,0.0,156.0,13.5,1015.2
2018-03-16,24.1,19.8,32.5,31.0,156.0,8.1,1015.2
2018-03-17,23.7,18.9,32.0,0.0,156.0,8.2,1015.2
2018-03-18,24.7,20.3,29.1,0.0,156.0,9.1,1015.2
2018-03-19,25.6,17.4,31.1,0.0,156.0,10.1,1015.2
2018-03-20,26.7,19.5,32.4,0.0,156.0,6.8,1015.2
2018-03-21,27.4,21.4,33.7,0.0,156.0,7.9,1015.2
2018-03-22,27.4,22.6,34.1,0.0,156.0,9.0,1015.2
2018-03-23,28.2,22.3,34.0,0.0,156.0,9.6,1015.2
2018-03-24,27.6,21.4,35.1,0.0,156.0,8.5,1015.2
2018-03-25,27.3,21.7,33.2,0.0,156.0,11.5,1015.2
2018-03-26,27.1,20.8,34.1,0.0,156.0,9.6,1015.2
2018-03-27,27.4,21.5,34.4,0.0,156.0,6.8,1015.2
2018-03-28,27.5,22.3,34.4,0.0,156.0,7.0,1015.2
2018-03-29,27.5,22.7,33.9,0.0,156.0,9.3,1015.2
2018-03-30,25.7,21.4,34.0,0.0,156.0,11.6,1015.2
2018-03-31,25.9,21.1,34.8,3.3,156.0,10.9,1015.2
2018-04-01,27.6,21.2,33.2,0.0,156.0,6.9,1015.2
2018-04-02,24.7,19.9,33.5,0.0,156.0,10.6,1015.2
2018-04-03,26.1,19.8,33.1,13.7,156.0,6.2,1015.2
2018-04-04,26.2,21.4,31.5,0.0,156.0,7.2,1015.2
2018-04-05,26.4,21.0,32.7,0.0,156.0,9.1,1015.2
2018-04-06,27.4,21.3,33.2,0.0,156.0,7.6,1015.2
2018-04-07,26.7,21.6,33.5,0.0,156.0,7.7,1015.2
2018-04-08,26.4,21.0,32.6,0.0,156.0,11.1,1015.2
2018-04-09,26.2,21.0,32.7,0.0,115.0,12.9,1015.2
2018-04-10,26.5,20.7,32.4,0.0,115.0,10.3,1015.2
2018-04-11,26.2,21.8,32.2,0.0,115.0,10.3,1015.2
2018-04-12,27.5,21.9,33.2,0.0,115.0,9.1,1015.2
2018-04-13,27.6,21.7,33.5,0.0,115.0,11.4,1015.2
2018-04-14,28.3,23.1,34.2,0.0,133.0,11.1,1015.2
2018-04-15,28.2,23.9,34.6,0.0,135.0,11.2,1015.2
2018-04-16,27.2,22.6,33.7,0.0,135.0,8.1,1015.2
2018-04-17,28.2,22.3,34.6,11.7,135.0,8.5,1015.2
2018-04-18,29.0,23.5,34.9,0.0,135.0,5.4,1015.2
2018-04-19,27.9,23.9,34.8,0.0,135.0,8.5,1015.2
2018-04-20,25.5,22.9,34.0,0.0,135.0,13.0,1015.2
2018-04-21,28.2,22.2,34.8,19.1,135.0,8.7,1015.2
2018-04-22,26.1,23.4,34.8,0.0,135.0,11.8,1015.2
2018-04-23,27.2,22.0,33.8,4.8,135.0,9.5,1015.2
2018-04-24,25.1,22.4,34.2,0.0,135.0,10.1,1015.2
2018-04-25,26.6,22.2,34.0,3.8,135.0,9.3,1015.2
2018-04-26,27.2,22.8,34.4,0.5,135.0,10.3,1015.2
2018-04-27,28.3,22.0,34.7,0.5,135.0,6.2,1015.2
2018-04-28,27.7,22.5,34.2,0.0,135.0,9.9,1015.2
2018-04-29,28.3,23.8,34.0,0.0,135.0,7.6,1015.2
2018-04-30,27.0,23.2,34.9,0.3,239.0,13.5,1015.2
2018-05-01,26.9,21.4,35.2,5.6,236.0,13.0,1015.2
2018-05-02,26.5,23.3,33.0,0.0,236.0,12.9,1015.2
2018-05-03,25.9,18.9,34.0,0.8,217.0,12.6,1015.2
2018-05-04,26.1,19.2,33.2,39.4,217.0,8.5,1015.2
2018-05-05,27.0,23.1,32.0,0.0,217.0,8.1,1015.2
2018-05-06,27.9,22.7,32.4,0.0,217.0,6.6,1015.2
2018-05-07,27.8,23.4,33.5,0.0,217.0,10.6,1015.2
2018-05-08,25.9,22.9,33.5,0.0,217.0,12.2,1015.2
2018-05-09,27.2,21.8,32.8,0.0,217.0,12.2,1015.2
2018-05-10,25.7,20.9,32.6,0.0,217.0,11.9,1015.2
2018-05-11,24.4,19.4,34.0,0.0,217.0,10.3,1015.2
2018-05-12,25.7,19.8,32.2,34.3,217.0,5.7,1015.2
2018-05-13,24.9,20.8,32.0,0.0,217.0,11.0,1015.2
2018-05-14,23.8,21.0,32.0,17.8,217.0,9.5,1015.2
2018-05-15,24.8,20.6,31.4,16.5,217.0,8.9,1015.2
2018-05-16,26.2,20.7,32.4,4.3,217.0,7.5,1015.2
2018-05-17,26.7,21.9,31.0,0.0,217.0,7.5,1015.2
2018-05-18,24.2,21.9,31.7,0.0,217.0,12.0,1015.2
2018-05-19,25.9,21.4,32.8,19.1,217.0,8.9,1015.2
2018-05-20,25.2,20.5,32.4,8.6,217.0,12.0,1015.2
2018-05-21,24.0,21.6,32.4,0.0,217.0,9.3,1015.2
2018-05-22,26.3,20.5,31.8,9.4,217.0,7.9,1015.2
2018-05-23,23.7,21.9,31.6,24.9,217.0,8.1,1015.2
2018-05-24,26.3,20.4,31.9,24.9,217.0,10.7,1015.2
2018-05-25,23.5,21.9,32.0,33.0,217.0,11.5,1015.2
2018-05-26,25.0,21.1,29.8,14.0,217.0,9.1,1015.2
2018-05-27,26.0,22.2,30.8,0.0,217.0,8.9,1015.2
2018-05-28,26.3,22.3,32.0,0.0,217.0,8.6,1015.2
2018-05-29,25.6,22.4,32.2,0.0,252.0,18.4,1015.2
2018-05-30,24.5,20.9,30.5,0.0,284.0,16.1,1015.2
2018-05-31,25.6,20.9,29.7,10.4,284.0,12.1,1015.2
2018-06-01,24.4,21.9,30.3,0.0,284.0,11.3,1015.2
2018-06-02,23.8,20.9,31.0,1.5,284.0,9.7,1015.2
2018-06-03,23.7,20.8,30.3,1.8,284.0,13.1,1015.2
2018-06-04,23.8,21.0,30.4,6.1,268.0,13.2,1015.2
2018-06-05,24.8,21.2,30.0,0.0,270.0,14.0,1015.2
2018-06-06,25.6,21.9,29.7,0.0,268.0,18.8,1015.2
2018-06-07,23.9,21.7,30.1,0.0,256.0,23.6,1015.2
2018-06-08,23.3,21.0,29.0,0.0,250.0,29.0,1015.2
2018-06-09,22.0,20.7,25.8,3.8,260.0,26.0,1015.2
2018-06-10,22.7,20.5,27.0,1.3,258.0,23.8,1015.2
2018-06-11,23.7,21.0,26.9,2.0,263.0,25.3,1015.2
2018-06-12,24.2,21.0,28.9,0.0,256.0,27.5,1015.2
2018-06-13,24.1,20.8,28.3,0.0,258.0,25.1,1015.2
2018-06-14,23.2,21.0,27.9,0.0,262.0,20.2,1015.2
2018-06-15,23.8,20.5,31.2,3.0,270.0,18.6,1015.2
2018-06-16,24.1,20.1,31.0,5.6,265.0,19.8,1015.2
2018-06-17,23.6,20.9,30.0,0.0,264.0,21.1,1015.2
2018-06-18,23.5,20.3,28.7,0.0,263.0,23.0,1015.2
2018-06-19,23.8,20.1,28.9,7.1,244.0,25.3,1015.2
2018-06-20,23.4,20.7,29.1,0.0,236.0,25.4,1015.2
2018-06-21,23.5,20.9,28.0,0.0,244.0,22.7,1015.2
2018-06-22,23.2,19.7,28.0,0.0,261.0,21.2,1015.2
2018-06-23,22.5,20.3,28.0,1.0,260.0,20.4,1015.2
2018-06-24,23.2,19.7,27.8,12.2,260.0,21.7,1015.2
2018-06-25,23.5,20.1,27.8,0.0,260.0,23.5,1015.2
2018-06-26,23.1,20.2,28.1,0.0,260.0,25.4,1015.2
2018-06-27,21.9,20.1,28.0,0.0,255.0,25.5,1015.2
2018-06-28,22.4,20.0,26.2,4.6,259.0,22.3,1015.2
2018-06-29,23.1,20.1,28.2,0.0,244.0,18.0,1015.2
2018-06-30,23.8,19.5,29.3,0.0,271.0,14.8,1015.2
2018-07-01,24.2,20.6,29.5,0.5,267.0,12.3,1015.2
2018-07-02,24.8,20.9,30.7,0.0,272.0,17.4,1015.2
2018-07-03,24.4,20.7,30.2,0.5,272.0,17.4,1015.2
2018-07-04,24.1,20.5,29.0,0.0,264.0,22.0,1015.2
2018-07-05,24.5,19.7,29.6,0.0,266.0,24.4,1015.2
2018-07-06,22.8,20.0,29.6,0.0,262.0,23.9,1015.2
2018-07-07,22.9,20.5,26.3,0.3,264.0,23.1,1015.2
2018-07-08,22.4,20.3,26.4,0.0,268.0,21.1,1015.2
2018-07-09,22.8,20.7,26.4,1.0,264.0,21.7,1015.2
2018-07-10,22.7,20.6,26.9,2.0,260.0,17.5,1015.2
2018-07-11,22.5,20.3,27.0,32.3,259.0,21.1,1015.2
2018-07-12,22.8,20.1,27.3,4.3,260.0,22.9,1015.2
2018-07-13,22.2,20.5,27.4,0.0,260.0,23.4,1015.2
2018-07-14,22.4,20.3,26.5,4.6,262.0,25.8,1015.2
2018-07-15,23.6,20.4,28.2,1.8,266.0,28.6,1015.2
2018-07-16,22.2,20.2,28.4,0.0,263.0,26.5,1015.2
2018-07-17,22.5,19.2,26.2,1.5,257.0,27.3,1015.2
2018-07-18,23.8,19.7,29.2,0.0,263.0,24.3,1015.2
2018-07-19,23.0,20.6,28.6,0.0,262.0,25.7,1015.2
2018-07-20,23.0,20.4,27.0,0.0,263.0,29.5,1015.2
2018-07-21,22.7,20.3,26.9,0.0,264.0,24.4,1015.2
2018-07-22,23.6,20.3,28.9,0.3,266.0,22.9,1015.2
2018-07-23,22.7,20.2,28.3,0.0,272.0,19.2,1015.2
2018-07-24,23.1,20.3,28.6,14.2,266.0,18.9,1015.2
2018-07-25,23.3,20.2,28.2,2.0,265.0,18.4,1015.2
2018-07-26,23.7,20.6,28.8,0.8,266.0,17.1,1015.2
2018-07-27,23.3,20.5,27.3,0.0,263.0,20.6,1015.2
2018-07-28,23.5,20.0,27.3,0.3,258.0,18.2,1015.2
2018-07-29,23.8,20.7,27.4,11.9,266.0,18.4,1015.2
2018-07-30,23.8,20.5,27.8,0.5,265.0,19.6,1015.2
2018-07-31,23.1,20.3,28.3,4.8,263.0,21.9,1015.2
2018-08-01,21.9,19.4,27.2,5.3,257.0,19.7,1015.2
2018-08-02,23.6,18.7,29.4,15.0,269.0,20.0,1015.2
2018-08-03,23.3,20.8,28.6,0.0,273.0,17.9,1015.2
2018-08-04,22.8,20.1,28.8,2.5,268.0,21.0,1015.2
2018-08-05,23.8,20.3,27.8,0.0,279.0,22.1,1015.2
2018-08-06,22.7,20.2,28.1,0.5,269.0,24.3,1015.2
2018-08-07,21.9,19.7,27.7,11.4,275.0,20.9,1015.2
2018-08-08,22.0,20.0,25.4,3.6,263.0,19.1,1015.2
2018-08-09,23.4,20.2,28.7,8.9,269.0,19.9,1015.2
2018-08-10,22.7,20.5,28.2,0.0,272.0,20.1,1015.2
2018-08-11,21.9,20.0,26.5,1.8,276.0,19.9,1015.2
2018-08-12,21.5,19.9,25.6,2.3,275.0,23.1,1015.2
2018-08-13,21.7,19.4,24.6,3.3,266.0,25.9,1015.2
2018-08-14,21.9,19.6,26.9,1.0,274.0,22.3,1015.2
2018-08-15,22.2,20.1,25.7,6.4,275.0,21.7,1015.2
2018-08-16,22.4,20.2,25.7,10.7,264.0,25.7,1015.2
2018-08-17,23.2,20.3,28.3,0.5,274.0,25.0,1015.2
2018-08-18,23.4,20.0,27.5,0.0,274.0,24.0,1015.2
2018-08-19,23.3,20.7,27.4,0.0,278.0,24.9,1015.2
2018-08-20,22.8,20.2,27.3,0.0,271.0,25.4,1015.2
2018-08-21,23.3,19.7,28.9,0.0,261.0,25.2,1015.2
2018-08-22,23.7,19.7,28.2,0.0,274.0,19.4,1015.2
2018-08-23,23.3,20.5,28.0,0.0,284.0,19.3,1015.2
2018-08-24,22.4,19.9,28.8,3.3,280.0,20.9,1015.2
2018-08-25,23.7,19.8,29.5,41.7,283.0,18.9,1015.2
2018-08-26,22.4,19.9,28.5,0.0,276.0,18.5,1015.2
2018-08-27,21.9,19.5,28.3,8.4,279.0,18.1,1015.2
2018-08-28,22.6,19.6,27.6,0.5,262.0,20.4,1015.2
2018-08-29,22.9,20.0,28.0,8.4,279.0,18.7,1015.2
2018-08-30,23.3,20.3,28.2,3.0,283.0,18.6,1015.2
2018-08-31,23.3,20.3,28.8,19.8,290.0,16.9,1015.2
2018-09-01,23.7,20.0,28.3,0.0,278.0,18.2,1015.2
2018-09-02,23.7,20.3,28.2,0.3,291.0,12.8,1015.2
2018-09-03,24.7,19.7,29.3,0.0,292.0,13.9,1015.2
2018-09-04,24.4,19.7,29.8,0.0,280.0,12.8,1015.2
2018-09-05,24.3,20.4,29.9,0.0,277.0,16.3,1015.2
2018-09-06,24.4,19.9,29.2,0.0,287.0,15.7,1015.2
2018-09-07,24.4,20.3,29.2,0.0,279.0,19.2,1015.2
2018-09-08,24.3,20.1,29.1,0.0,276.0,16.2,1015.2
2018-09-09,25.7,20.5,30.3,0.0,276.0,10.0,1015.2
2018-09-10,24.1,21.6,31.1,0.0,276.0,6.2,1015.2
2018-09-11,25.3,21.7,30.8,0.0,276.0,7.8,1015.2
2018-09-12,25.9,20.9,31.1,0.0,276.0,7.8,1015.2
2018-09-13,25.0,22.3,31.6,0.0,276.0,6.7,1015.2
2018-09-14,24.8,20.4,30.3,2.0,276.0,6.6,1015.2
2018-09-15,23.2,20.1,31.7,9.9,276.0,11.0,1015.2
2018-09-16,23.3,20.5,30.3,6.4,276.0,11.0,1015.2
2018-09-17,23.6,20.5,28.3,6.4,276.0,11.0,1015.2
2018-09-18,24.1,20.3,28.3,6.4,276.0,11.0,1015.2
2018-09-19,24.1,20.3,28.2,6.4,276.0,13.3,1015.2
2018-09-20,22.7,19.5,29.1,6.4,276.0,13.3,1015.2
2018-09-21,23.5,20.0,28.4,7.6,264.0,16.6,1015.2
2018-09-22,23.9,18.4,28.2,0.0,264.0,12.2,1015.2
2018-09-23,24.3,21.4,29.0,0.0,264.0,7.0,1015.2
2018-09-24,22.6,18.9,28.9,53.1,264.0,9.2,1015.2
2018-09-25,23.5,19.3,29.3,25.4,264.0,7.2,1015.2
2018-09-26,24.4,20.4,29.7,0.3,264.0,9.5,1015.2
2018-09-27,23.7,19.9,30.3,32.3,264.0,7.7,1015.2
2018-09-28,25.1,21.3,29.5,1.3,264.0,9.0,1015.2
2018-09-29,25.3,21.4,29.9,4.3,264.0,9.3,1015.2
2018-09-30,25.4,21.8,30.2,0.0,264.0,8.4,1015.2
2018-10-01,25.5,21.6,30.9,0.3,107.0,11.5,1015.2
2018-10-02,24.9,21.3,30.3,0.0,107.0,10.2,1015.2
2018-10-03,24.1,21.6,30.4,0.3,107.0,11.9,1015.2
2018-10-04,21.8,20.9,30.6,27.7,107.0,10.7,1015.2
2018-10-05,23.0,20.6,25.9,10.2,94.0,16.2,1015.2
2018-10-06,22.5,20.4,26.4,2.5,101.0,13.5,1015.2
2018-10-07,24.3,20.2,28.4,7.9,101.0,9.3,1015.2
2018-10-08,24.1,20.8,29.5,0.0,101.0,7.9,1015.2
2018-10-09,24.3,20.6,29.5,4.3,101.0,7.2,1015.2
2018-10-10,24.0,19.1,30.0,0.0,101.0,7.6,1015.2
2018-10-11,25.0,19.2,30.0,0.0,101.0,7.5,1015.2
2018-10-12,25.1,20.8,31.0,0.0,101.0,8.9,1015.2
2018-10-13,25.0,20.4,31.5,0.0,101.0,6.5,1015.2
2018-10-14,24.0,20.2,30.3,0.0,101.0,8.8,1015.2
2018-10-15,23.4,20.1,29.8,3.8,101.0,8.5,1015.2
2018-10-16,24.3,20.7,29.0,5.1,101.0,9.0,1015.2
2018-10-17,22.4,19.4,29.3,0.0,101.0,10.4,1015.2
2018-10-18,23.1,18.9,28.5,48.8,101.0,7.4,1015.2
2018-10-19,23.9,20.2,28.7,1.0,90.0,8.8,1015.2
2018-10-20,23.8,19.7,29.3,0.0,90.0,8.2,1015.2
2018-10-21,23.7,19.7,29.0,0.0,90.0,8.7,1015.2
2018-10-22,23.5,17.4,28.8,0.0,90.0,9.0,1015.2
2018-10-23,21.9,17.4,29.4,0.0,90.0,9.0,1015.2
2018-10-24,24.7,17.7,30.2,0.0,90.0,10.5,1015.2
2018-10-25,23.9,18.2,30.2,0.0,90.0,10.5,1015.2
2018-10-26,23.7,18.5,29.7,0.0,90.0,9.2,1015.2
2018-10-27,23.4,18.2,29.3,0.0,90.0,11.2,1015.2
2018-10-28,23.5,16.7,29.5,0.0,90.0,11.2,1015.2
2018-10-29,23.0,16.8,29.6,0.0,90.0,9.2,1015.2
2018-10-30,24.1,16.6,29.8,0.0,90.0,7.0,1015.2
2018-10-31,24.8,19.7,30.1,0.0,90.0,8.2,1015.2
2018-11-01,24.3,20.0,30.4,0.0,90.0,11.2,1015.2
2018-11-02,22.9,19.8,30.3,0.0,90.0,11.8,1015.2
2018-11-03,22.8,19.6,27.7,0.5,100.0,14.9,1015.2
2018-11-04,23.5,18.8,28.1,4.6,100.0,12.3,1015.2
2018-11-05,23.6,19.7,29.2,0.0,100.0,10.9,1015.2
2018-11-06,24.1,19.8,29.6,0.0,100.0,8.3,1015.2
2018-11-07,23.3,17.9,30.0,0.0,100.0,10.4,1015.2
2018-11-08,22.2,16.0,29.6,0.0,100.0,8.5,1015.2
2018-11-09,23.4,17.5,29.6,0.0,100.0,9.0,1015.2
2018-11-10,23.4,17.9,30.1,0.0,100.0,7.1,1015.2
2018-11-11,23.2,18.2,30.4,0.0,100.0,8.9,1015.2
2018-11-12,22.3,17.3,30.3,0.0,100.0,5.5,1015.2
2018-11-13,22.4,16.2,30.0,0.0,100.0,7.1,1015.2
2018-11-14,23.0,14.8,30.5,0.0,100.0,6.2,1015.2
2018-11-15,23.3,16.5,31.0,0.0,100.0,11.1,1015.2
2018-11-16,21.9,19.7,28.6,0.0,76.0,16.6,1015.2
2018-11-17,23.9,19.2,29.3,0.3,130.0,13.2,1015.2
2018-11-18,24.3,20.6,30.2,0.0,130.0,11.8,1015.2
2018-11-19,23.9,20.3,29.5,0.0,100.0,11.9,1015.2
2018-11-20,24.4,19.7,29.8,0.0,100.0,12.4,1015.2
2018-11-21,21.9,19.7,30.8,0.0,100.0,14.7,1015.2
2018-11-22,21.6,19.6,26.6,0.0,61.0,17.7,1015.2
2018-11-23,20.9,19.6,24.8,0.5,74.0,11.3,1015.2
